PPG,HI,HR,HR_A,PI,PI_A
1937,468,0,0,0,0
1952,468,0,0,0,6.42
1968,468,0,0,0,6.42
1985,468,0,0,0,6.42
2002,468,0,0,0,6.42
2021,468,0,0,0,6.42
2040,468,0,0,0,6.42
2058,468,0,0,0,6.42
2076,468,0,0,0,6.42
2095,468,0,0,0,6.42
2112,468,0,0,0,6.42
2129,468,0,0,0,6.42
2145,468,0,0,0,6.42
2159,468,0,0,0,6.42
2173,468,0,0,0,6.42
2185,468,0,0,0,6.42
2195,468,0,0,0,6.42
2204,468,0,0,0,6.42
2212,468,0,0,0,6.42
2218,468,0,0,0,6.42
2222,468,0,0,0,6.42
2225,468,0,0,0,6.42
2227,468,0,0,0,6.42
2228,468,0,0,0,6.42
2228,468,0,0,0,6.42
2226,468,0,0,0,6.42
2224,468,0,0,0,6.42
2221,468,0,0,0,6.42
2218,468,126,0,0,6.42
2214,468,126,0,0,6.42
2209,468,126,0,19.04,6.42
2205,468,126,88,19.04,6.42
2200,468,126,88,19.04,6.42
2194,468,126,88,19.04,6.42
2189,468,126,88,19.04,6.42
2184,468,126,88,19.04,6.42
2179,468,126,88,19.04,6.42
2174,468,126,88,19.04,6.42
2170,468,126,88,19.04,6.42
2164,468,126,88,19.04,6.42
2161,468,126,88,19.04,6.42
2157,468,126,88,19.04,6.42
2154,468,126,88,19.04,6.42
2150,468,126,88,19.04,6.42
2147,468,126,88,19.04,6.42
2144,468,126,88,19.04,6.42
2141,468,126,88,19.04,6.42
2138,468,126,88,19.04,6.42
2135,468,126,88,19.04,6.42
2131,468,126,88,19.04,6.42
2128,468,126,88,19.04,6.42
2124,468,126,88,19.04,6.42
2119,468,126,88,19.04,6.42
2115,468,126,88,19.04,6.42
2110,468,126,88,19.04,6.42
2105,468,126,88,19.04,6.42
2099,468,126,88,19.04,6.42
2093,468,126,88,19.04,6.42
2087,468,126,88,19.04,6.42
2080,468,126,88,19.04,6.42
2073,468,126,88,19.04,6.42
2067,468,126,88,19.04,6.42
2061,468,126,88,19.04,6.42
2054,468,126,88,19.04,6.42
2049,468,126,88,19.04,6.42
2044,468,126,88,19.04,6.42
2038,468,126,88,19.04,6.42
2034,468,126,88,19.04,6.42
2030,468,126,88,19.04,6.42
2026,468,126,88,19.04,6.42
2023,468,126,88,19.04,6.42
2020,468,126,88,19.04,6.42
2018,468,126,88,19.04,6.42
2017,468,126,88,19.04,6.42
2015,468,126,88,19.04,6.42
2015,468,126,88,19.04,6.42
2014,468,126,88,19.04,6.42
2014,468,126,88,19.04,6.42
2015,468,126,88,19.04,6.42
2015,468,126,88,19.04,6.42
2015,468,126,88,19.04,6.42
2016,468,126,88,19.04,6.42
2016,468,126,88,19.04,6.42
2016,468,126,88,19.04,6.42
2017,468,126,88,19.04,6.42
2018,468,126,88,19.04,6.42
2018,468,126,88,19.04,6.42
2017,468,126,88,19.04,6.42
2017,468,126,88,19.04,6.42
2016,468,126,88,19.04,6.42
2015,468,126,88,19.04,6.42
2014,468,126,88,19.04,6.42
2013,468,126,88,19.04,6.42
2011,468,126,88,19.04,6.42
2009,468,126,88,19.04,6.42
2006,468,126,88,19.04,6.42
2003,468,126,88,19.04,6.42
2001,468,126,88,19.04,6.42
1997,468,126,88,19.04,6.42
1993,468,126,88,19.04,6.42
1990,468,126,88,19.04,6.42
1985,468,126,88,19.04,6.42
1981,468,126,88,19.04,6.42
1977,468,126,88,19.04,6.42
1972,468,126,88,19.04,6.42
1968,468,126,88,19.04,6.42
1962,468,126,88,19.04,6.42
1959,468,126,88,19.04,6.42
1953,468,126,88,19.04,6.42
1948,468,126,88,19.04,6.42
1944,468,126,88,19.04,6.42
1939,468,126,88,19.04,6.42
1935,468,126,88,19.04,6.42
1930,468,126,88,19.04,6.42
1926,468,126,88,19.04,6.42
1922,468,126,88,19.04,6.42
1918,468,126,88,19.04,6.42
1914,468,126,88,19.04,6.42
1910,468,126,88,19.04,6.42
1906,468,126,88,19.04,6.42
1903,468,126,88,19.04,6.42
1899,468,126,88,19.04,6.42
1896,468,126,88,19.04,6.42
1894,468,126,88,19.04,6.42
1891,468,126,88,19.04,6.42
1888,468,126,88,19.04,6.42
1886,468,126,88,19.04,6.42
1884,468,126,88,19.04,6.42
1881,468,126,88,19.04,6.42
1880,468,126,88,19.04,6.42
1878,468,126,88,19.04,6.42
1876,468,126,88,19.04,6.42
1876,468,126,88,19.04,6.42
1874,468,126,88,19.04,6.42
1872,468,126,88,19.04,6.42
1871,468,126,88,19.04,6.42
1870,468,126,88,19.04,6.42
1869,468,126,88,19.04,6.42
1868,468,126,88,19.04,6.42
1868,468,126,88,19.04,6.42
1866,468,126,88,19.04,6.42
1866,468,126,88,19.04,6.42
1865,468,126,88,19.04,6.42
1864,468,126,88,19.04,6.42
1863,468,126,88,19.04,6.42
1862,468,126,88,19.04,6.42
1860,468,126,88,19.04,6.42
1859,468,126,88,19.04,6.42
1857,468,126,88,19.04,6.42
1856,468,126,88,19.04,6.42
1854,468,126,88,19.04,6.42
1852,468,126,88,19.04,6.42
1850,468,126,88,19.04,6.42
1849,468,126,88,19.04,6.42
1848,468,126,88,19.04,6.42
1847,468,126,88,19.04,6.42
1846,468,126,88,19.04,6.42
1845,468,126,88,19.04,6.42
1845,468,126,88,19.04,6.42
1843,468,126,88,19.04,6.42
1842,468,126,88,19.04,6.42
1841,468,126,88,19.04,6.42
1840,468,126,88,19.04,6.42
1839,468,126,88,19.04,6.42
1838,468,126,88,19.04,6.42
1838,468,126,88,19.04,6.42
1836,468,126,88,19.04,6.42
1836,468,126,88,19.04,6.42
1835,468,126,88,19.04,6.42
1834,468,126,88,19.04,6.42
1834,468,126,88,19.04,6.42
1832,468,126,88,19.04,6.42
1832,468,126,88,19.04,6.42
1831,468,126,88,19.04,6.42
1830,468,126,88,19.04,6.42
1829,468,126,88,19.04,6.42
1829,468,126,88,19.04,6.42
1828,468,126,88,19.04,6.42
1827,468,126,88,19.04,6.42
1826,468,126,88,19.04,6.42
1826,468,126,88,19.04,6.42
1825,468,126,88,19.04,6.42
1823,468,126,88,19.04,6.42
1823,468,126,88,19.04,6.42
1822,468,126,88,19.04,6.42
1821,468,126,88,19.04,6.42
1820,468,126,88,19.04,6.42
1820,468,126,88,19.04,6.42
1818,468,126,88,19.04,6.42
1817,468,126,88,19.04,6.42
1816,468,126,88,19.04,6.42
1815,468,126,88,19.04,6.42
1814,468,126,88,19.04,6.42
1813,468,126,88,19.04,6.42
1812,468,126,88,19.04,6.42
1810,468,126,88,19.04,6.42
1809,468,126,88,19.04,6.42
1807,468,126,88,19.04,6.42
1807,468,126,88,19.04,6.42
1806,468,126,88,19.04,6.42
1804,468,126,88,19.04,6.42
1803,468,126,88,19.04,6.42
1802,468,126,88,19.04,6.42
1802,468,126,88,19.04,6.42
1801,468,126,88,19.04,6.42
1800,468,126,88,19.04,6.42
1799,468,126,88,19.04,6.42
1798,468,126,88,19.04,6.42
1798,468,126,88,19.04,6.42
1797,468,126,88,19.04,6.42
1798,468,126,88,19.04,6.42
1799,468,126,88,19.04,6.42
1799,468,126,88,19.04,6.42
1801,468,126,88,19.04,6.42
1805,468,126,88,19.04,6.42
1808,468,126,88,19.04,6.42
1814,468,126,88,19.04,6.42
1820,468,126,88,19.04,6.42
1828,468,126,88,19.04,6.42
1838,468,126,88,19.04,6.42
1849,468,126,88,19.04,6.42
1863,468,126,88,19.04,6.42
1879,468,126,88,19.04,6.42
1895,468,126,88,19.04,6.42
1913,468,126,88,19.04,6.42
1933,468,126,88,19.04,6.42
1954,468,126,88,19.04,6.42
1975,468,126,88,19.04,6.42
1998,468,126,88,19.04,6.42
2021,468,126,88,19.04,6.42
2044,468,126,88,19.04,6.42
2066,468,126,88,19.04,6.42
2121,468,126,88,19.04,6.42
2165,468,126,88,19.04,6.42
2210,468,126,88,19.04,6.42
2252,468,126,88,19.04,6.42
2293,468,126,88,19.04,6.42
2331,468,126,88,19.04,6.42
2367,468,126,88,19.04,6.42
2399,468,126,88,19.04,6.42
2433,468,126,88,19.04,6.42
2457,468,126,88,19.04,6.42
2477,468,126,88,19.04,6.42
2494,468,126,88,19.04,6.42
2508,468,126,88,19.04,6.42
2518,468,126,88,19.04,6.42
2525,468,126,88,19.04,6.42
2530,468,126,88,19.04,6.42
2532,468,126,88,19.04,6.42
2532,468,126,88,19.04,6.42
2529,468,126,88,19.04,6.42
2524,468,126,88,19.04,6.42
2518,468,126,88,19.04,6.42
2510,468,126,88,19.04,6.42
2502,468,126,88,19.04,6.42
2492,468,126,88,19.04,6.42
2482,468,126,88,19.04,6.42
2471,468,126,88,19.04,6.42
2460,468,126,88,19.04,6.42
2450,468,126,88,19.04,6.42
2439,468,126,88,19.04,6.42
2428,468,126,88,19.04,6.42
2419,468,126,88,19.04,6.42
2410,468,126,88,19.04,6.42
2402,468,126,88,19.04,6.42
2393,468,126,88,19.04,6.42
2386,468,126,88,19.04,6.42
2379,468,126,88,19.04,6.42
2372,468,126,88,19.04,6.42
2367,468,126,88,19.04,6.42
2361,468,126,88,19.04,6.42
2355,468,126,88,19.04,6.42
2351,468,126,88,19.04,6.42
2345,468,126,88,19.04,6.42
2339,468,126,88,19.04,6.42
2333,468,126,88,19.04,6.42
2328,468,126,88,19.04,6.42
2320,468,126,88,19.04,6.42
2311,468,126,88,19.04,6.42
2303,468,126,88,19.04,6.42
2293,468,126,88,19.04,6.42
2281,468,126,88,19.04,6.42
2269,468,126,88,19.04,6.42
2255,468,126,88,19.04,6.42
2243,468,126,88,19.04,6.42
2228,468,126,88,19.04,6.42
2214,468,126,88,19.04,6.42
2200,468,126,88,19.04,6.42
2186,468,126,88,19.04,6.42
2172,468,126,88,19.04,6.42
2160,468,126,88,19.04,6.42
2147,468,126,88,19.04,6.42
2135,468,126,88,19.04,6.42
2124,468,126,88,19.04,6.42
2115,468,126,88,19.04,6.42
2106,468,126,88,19.04,6.42
2097,468,126,88,19.04,6.42
2090,468,126,88,19.04,6.42
2084,468,126,88,19.04,6.42
2078,468,126,88,19.04,6.42
2074,468,126,88,19.04,6.42
2071,468,126,88,19.04,6.42
2068,468,126,88,19.04,6.42
2066,468,126,88,19.04,6.42
2065,468,126,88,19.04,6.42
2063,468,126,88,19.04,6.42
2062,468,126,88,19.04,6.42
2061,468,126,88,19.04,6.42
2061,468,126,88,19.04,6.42
2060,468,126,88,19.04,6.42
2060,468,126,88,19.04,6.42
2057,468,126,88,19.04,6.42
2057,468,126,88,19.04,6.42
2056,468,126,88,19.04,6.42
2054,468,126,88,19.04,6.42
2052,468,126,88,19.04,6.42
2048,468,126,88,19.04,6.42
2044,468,126,88,19.04,6.42
2041,468,126,88,19.04,6.42
2036,468,126,88,19.04,6.42
2031,468,126,88,19.04,6.42
2026,468,126,88,19.04,6.42
2019,468,126,88,19.04,6.42
2013,468,126,88,19.04,6.42
2006,468,126,88,19.04,6.42
1998,468,126,88,19.04,6.42
1991,468,126,88,19.04,6.42
1982,468,126,88,19.04,6.42
1975,468,126,88,19.04,6.42
1966,468,126,88,19.04,6.42
1957,468,126,88,19.04,6.42
1947,468,126,88,19.04,6.42
1938,468,126,88,19.04,6.42
1929,468,126,88,19.04,6.42
1918,468,126,88,19.04,6.42
1909,468,126,88,19.04,6.42
1900,468,126,88,19.04,6.42
1890,468,126,88,19.04,6.42
1881,468,126,88,19.04,6.42
1872,468,126,88,19.04,6.42
1863,468,126,88,19.04,6.42
1855,468,126,88,19.04,6.42
1848,468,126,88,19.04,6.42
1840,468,126,88,19.04,6.42
1833,468,126,88,19.04,6.42
1826,468,126,88,19.04,6.42
1820,468,126,88,19.04,6.42
1815,468,126,88,19.04,6.42
1809,468,126,88,19.04,6.42
1804,468,126,88,19.04,6.42
1799,468,126,88,19.04,6.42
1795,468,126,88,19.04,6.42
1791,468,126,88,19.04,6.42
1787,468,126,88,19.04,6.42
1783,468,126,88,19.04,6.42
1780,468,126,88,19.04,6.42
1776,468,126,88,19.04,6.42
1774,468,126,88,19.04,6.42
1770,468,126,88,19.04,6.42
1766,468,126,88,19.04,6.42
1762,468,126,88,19.04,6.42
1760,468,126,88,19.04,6.42
1756,468,126,88,19.04,6.42
1752,468,126,88,19.04,6.42
1750,468,126,88,19.04,6.42
1746,468,126,88,19.04,6.42
1743,468,126,88,19.04,6.42
1741,468,126,88,19.04,6.42
1739,468,126,88,19.04,6.42
1736,468,126,88,19.04,6.42
1734,468,126,88,19.04,6.42
1732,468,126,88,19.04,6.42
1728,468,126,88,19.04,6.42
1727,468,126,88,19.04,6.42
1724,468,126,88,19.04,6.42
1721,468,126,88,19.04,6.42
1718,468,126,88,19.04,6.42
1716,468,126,88,19.04,6.42
1712,468,126,88,19.04,6.42
1710,468,126,88,19.04,6.42
1707,468,126,88,19.04,6.42
1705,468,126,88,19.04,6.42
1701,468,126,88,19.04,6.42
1698,468,126,88,19.04,6.42
1695,468,126,88,19.04,6.42
1692,468,126,88,19.04,6.42
1691,468,126,88,19.04,6.42
1688,468,126,88,19.04,6.42
1685,468,126,88,19.04,6.42
1682,468,126,88,19.04,6.42
1681,468,126,88,19.04,6.42
1677,468,126,88,19.04,6.42
1674,468,126,88,19.04,6.42
1672,468,126,88,19.04,6.42
1670,468,126,88,19.04,6.42
1667,468,126,88,19.04,6.42
1666,468,126,88,19.04,6.42
1662,468,126,88,19.04,6.42
1660,468,126,88,19.04,6.42
1658,468,126,88,19.04,6.42
1656,468,126,88,19.04,6.42
1653,468,126,88,19.04,6.42
1650,468,126,88,19.04,6.42
1649,468,126,88,19.04,6.42
1646,468,126,88,19.04,6.42
1644,468,126,88,19.04,6.42
1641,468,126,88,19.04,6.42
1639,468,126,88,19.04,6.42
1637,468,126,88,19.04,6.42
1634,468,126,88,19.04,6.42
1631,468,126,88,19.04,6.42
1628,468,126,88,19.04,6.42
1626,468,126,88,19.04,6.42
1623,468,126,88,19.04,6.42
1620,468,126,88,19.04,6.42
1619,468,126,88,19.04,6.42
1616,468,126,88,19.04,6.42
1615,468,126,88,19.04,6.42
1613,468,126,88,19.04,6.42
1612,468,126,88,19.04,6.42
1610,468,126,88,19.04,6.42
1610,468,126,88,19.04,6.42
1609,468,126,88,19.04,6.42
1609,468,126,88,19.04,6.42
1608,468,126,88,19.04,6.42
1606,468,126,88,19.04,6.42
1605,468,126,88,19.04,6.42
1603,468,126,88,19.04,6.42
1601,468,126,88,19.04,6.42
1599,468,126,88,19.04,6.42
1597,468,126,88,19.04,6.42
1595,468,126,88,19.04,6.42
1592,468,126,88,19.04,6.42
1589,468,126,88,19.04,6.42
1586,468,126,88,19.04,6.42
1584,468,126,88,19.04,6.42
1581,468,126,88,19.04,6.42
1579,468,126,88,19.04,6.42
1575,468,126,88,19.04,6.42
1574,468,126,88,19.04,6.42
1571,468,126,88,19.04,6.42
1568,468,126,88,19.04,6.42
1566,468,126,88,19.04,6.42
1564,468,126,88,19.04,6.42
1562,468,126,88,19.04,6.42
1561,468,126,88,19.04,6.42
1561,468,126,88,19.04,6.42
1562,468,126,88,19.04,6.42
1565,468,126,88,19.04,6.42
1570,468,126,88,19.04,6.42
1578,468,126,88,19.04,6.42
1588,468,126,88,19.04,6.42
1602,468,126,88,19.04,6.42
1620,468,126,88,19.04,6.42
1641,468,126,88,19.04,6.42
1667,468,126,88,19.04,6.42
1697,468,126,88,19.04,6.42
1730,468,126,88,19.04,6.42
1767,468,126,88,19.04,6.42
1808,468,126,88,19.04,6.42
1851,468,126,88,19.04,6.42
1898,468,126,88,19.04,6.42
1947,468,126,88,19.04,6.42
1996,468,126,88,19.04,6.42
2049,468,126,88,19.04,6.42
2100,468,126,88,19.04,6.42
2152,468,126,88,19.04,6.42
2203,468,126,88,19.04,6.42
2251,468,126,88,19.04,6.42
2299,468,126,88,19.04,6.42
2343,468,126,88,19.04,6.42
2385,468,126,88,19.04,6.42
2423,910,126,88,19.04,6.42
2458,910,126,88,19.04,6.42
2504,910,126,88,19.04,6.42
2535,910,126,88,19.04,6.42
2556,910,65,88,19.04,6.42
2573,910,65,88,19.04,6.42
2587,910,65,88,19.04,6.42
2597,910,65,29,19.04,6.42
2604,910,65,29,19.04,6.42
2608,910,65,29,19.04,6.42
2609,910,65,29,19.04,6.42
2607,910,65,29,19.04,6.42
2604,910,65,29,19.04,6.42
2595,910,65,29,19.04,6.42
2588,910,65,29,19.04,6.42
2576,910,65,29,19.04,6.42
2564,910,65,29,19.04,6.42
2551,910,65,29,19.04,6.42
2538,910,65,29,19.04,6.42
2525,910,65,29,19.04,6.42
2512,910,65,29,19.04,6.42
2497,910,65,29,19.04,6.42
2485,910,65,29,19.04,6.42
2472,910,65,29,19.04,6.42
2460,910,65,29,19.04,6.42
2448,910,65,29,19.04,6.42
2437,910,65,29,19.04,6.42
2427,910,65,29,19.04,6.42
2417,910,65,29,19.04,6.42
2408,910,65,29,19.04,6.42
2400,910,65,29,19.04,6.42
2392,910,65,29,19.04,6.42
2385,910,65,29,19.04,6.42
2377,910,65,29,19.04,6.42
2369,910,65,29,19.04,6.42
2362,910,65,29,19.04,6.42
2353,910,65,29,19.04,6.42
2344,910,65,29,19.04,6.42
2336,910,65,29,3.68,6.42
2327,910,65,29,3.68,6.42
2316,910,65,29,3.68,6.42
2304,910,65,29,3.68,3.68
2291,910,65,29,3.68,3.68
2278,910,65,29,3.68,3.68
2265,910,65,29,3.68,3.68
2250,910,65,29,3.68,3.68
2234,910,65,29,3.68,3.68
2220,910,65,29,3.68,3.68
2205,910,65,29,3.68,3.68
2189,910,65,29,3.68,3.68
2174,910,65,29,3.68,3.68
2160,910,65,29,3.68,3.68
2146,910,65,29,3.68,3.68
2133,910,65,29,3.68,3.68
2120,910,65,29,3.68,3.68
2108,910,65,29,3.68,3.68
2098,910,65,29,3.68,3.68
2090,910,65,29,3.68,3.68
2082,910,65,29,3.68,3.68
2075,910,65,29,3.68,3.68
2070,910,65,29,3.68,3.68
2065,910,65,29,3.68,3.68
2061,910,65,29,3.68,3.68
2058,910,65,29,3.68,3.68
2056,910,65,29,3.68,3.68
2057,910,65,29,3.68,3.68
2056,910,65,29,3.68,3.68
2057,910,65,29,3.68,3.68
2057,910,65,29,3.68,3.68
2058,910,65,29,3.68,3.68
2060,910,65,29,3.68,3.68
2061,910,65,29,3.68,3.68
2061,910,65,29,3.68,3.68
2063,910,65,29,3.68,3.68
2063,910,65,29,3.68,3.68
2064,910,65,29,3.68,3.68
2063,910,65,29,3.68,3.68
2062,910,65,29,3.68,3.68
2061,910,65,29,3.68,3.68
2060,910,65,29,3.68,3.68
2057,910,65,29,3.68,3.68
2053,910,65,29,3.68,3.68
2049,910,65,29,3.68,3.68
2044,910,65,29,3.68,3.68
2039,910,65,29,3.68,3.68
2034,910,65,29,3.68,3.68
2028,910,65,29,3.68,3.68
2022,910,65,29,3.68,3.68
2014,910,65,29,3.68,3.68
2007,910,65,29,3.68,3.68
1998,910,65,29,3.68,3.68
1989,910,65,29,3.68,3.68
1980,910,65,29,3.68,3.68
1970,910,65,29,3.68,3.68
1962,910,65,29,3.68,3.68
1951,910,65,29,3.68,3.68
1941,910,65,29,3.68,3.68
1932,910,65,29,3.68,3.68
1922,910,65,29,3.68,3.68
1912,910,65,29,3.68,3.68
1903,910,65,29,3.68,3.68
1895,910,65,29,3.68,3.68
1885,910,65,29,3.68,3.68
1877,910,65,29,3.68,3.68
1869,910,65,29,3.68,3.68
1861,910,65,29,3.68,3.68
1853,910,65,29,3.68,3.68
1846,910,65,29,3.68,3.68
1839,910,65,29,3.68,3.68
1832,910,65,29,3.68,3.68
1827,910,65,29,3.68,3.68
1821,910,65,29,3.68,3.68
1817,910,65,29,3.68,3.68
1813,910,65,29,3.68,3.68
1809,910,65,29,3.68,3.68
1805,910,65,29,3.68,3.68
1801,910,65,29,3.68,3.68
1797,910,65,29,3.68,3.68
1794,910,65,29,3.68,3.68
1791,910,65,29,3.68,3.68
1788,910,65,29,3.68,3.68
1785,910,65,29,3.68,3.68
1782,910,65,29,3.68,3.68
1780,910,65,29,3.68,3.68
1777,910,65,29,3.68,3.68
1774,910,65,29,3.68,3.68
1772,910,65,29,3.68,3.68
1770,910,65,29,3.68,3.68
1768,910,65,29,3.68,3.68
1766,910,65,29,3.68,3.68
1764,910,65,29,3.68,3.68
1762,910,65,29,3.68,3.68
1760,910,65,29,3.68,3.68
1757,910,65,29,3.68,3.68
1756,910,65,29,3.68,3.68
1753,910,65,29,3.68,3.68
1751,910,65,29,3.68,3.68
1748,910,65,29,3.68,3.68
1746,910,65,29,3.68,3.68
1744,910,65,29,3.68,3.68
1743,910,65,29,3.68,3.68
1740,910,65,29,3.68,3.68
1738,910,65,29,3.68,3.68
1735,910,65,29,3.68,3.68
1733,910,65,29,3.68,3.68
1731,910,65,29,3.68,3.68
1729,910,65,29,3.68,3.68
1726,910,65,29,3.68,3.68
1724,910,65,29,3.68,3.68
1722,910,65,29,3.68,3.68
1720,910,65,29,3.68,3.68
1718,910,65,29,3.68,3.68
1715,910,65,29,3.68,3.68
1713,910,65,29,3.68,3.68
1711,910,65,29,3.68,3.68
1709,910,65,29,3.68,3.68
1707,910,65,29,3.68,3.68
1705,910,65,29,3.68,3.68
1703,910,65,29,3.68,3.68
1701,910,65,29,3.68,3.68
1698,910,65,29,3.68,3.68
1695,910,65,29,3.68,3.68
1694,910,65,29,3.68,3.68
1692,910,65,29,3.68,3.68
1689,910,65,29,3.68,3.68
1686,910,65,29,3.68,3.68
1685,910,65,29,3.68,3.68
1682,910,65,29,3.68,3.68
1680,910,65,29,3.68,3.68
1678,910,65,29,3.68,3.68
1676,910,65,29,3.68,3.68
1675,910,65,29,3.68,3.68
1672,910,65,29,3.68,3.68
1671,910,65,29,3.68,3.68
1669,910,65,29,3.68,3.68
1668,910,65,29,3.68,3.68
1665,910,65,29,3.68,3.68
1663,910,65,29,3.68,3.68
1661,910,65,29,3.68,3.68
1659,910,65,29,3.68,3.68
1657,910,65,29,3.68,3.68
1655,910,65,29,3.68,3.68
1652,910,65,29,3.68,3.68
1649,910,65,29,3.68,3.68
1647,910,65,29,3.68,3.68
1644,910,65,29,3.68,3.68
1641,910,65,29,3.68,3.68
1638,910,65,29,3.68,3.68
1636,910,65,29,3.68,3.68
1633,910,65,29,3.68,3.68
1629,910,65,29,3.68,3.68
1628,910,65,29,3.68,3.68
1627,910,65,29,3.68,3.68
1625,910,65,29,3.68,3.68
1623,910,65,29,3.68,3.68
1624,910,65,29,3.68,3.68
1624,910,65,29,3.68,3.68
1622,910,65,29,3.68,3.68
1624,910,65,29,3.68,3.68
1627,910,65,29,3.68,3.68
1630,910,65,29,3.68,3.68
1636,910,65,29,3.68,3.68
1645,910,65,29,3.68,3.68
1657,910,65,29,3.68,3.68
1671,910,65,29,3.68,3.68
1689,910,65,29,3.68,3.68
1711,910,65,29,3.68,3.68
1736,910,65,29,3.68,3.68
1765,910,65,29,3.68,3.68
1798,910,65,29,3.68,3.68
1834,910,65,29,3.68,3.68
1872,910,65,29,3.68,3.68
1915,910,65,29,3.68,3.68
1958,910,65,29,3.68,3.68
2003,910,65,29,3.68,3.68
2050,910,65,29,3.68,3.68
2098,910,65,29,3.68,3.68
2145,910,65,29,3.68,3.68
2193,910,65,29,3.68,3.68
2238,910,65,29,3.68,3.68
2283,910,65,29,3.68,3.68
2326,910,65,29,3.68,3.68
2366,910,65,29,3.68,3.68
2404,910,65,29,3.68,3.68
2439,866,65,29,3.68,3.68
2471,866,65,29,3.68,3.68
2513,866,65,29,3.68,3.68
2541,866,65,29,3.68,3.68
2560,866,68,29,3.68,3.68
2575,866,68,29,3.68,3.68
2586,866,68,29,3.68,3.68
2594,866,68,36,3.68,3.68
2599,866,68,36,3.68,3.68
2601,866,68,36,3.68,3.68
2600,866,68,36,3.68,3.68
2596,866,68,36,3.68,3.68
2589,866,68,36,3.68,3.68
2580,866,68,36,3.68,3.68
2569,866,68,36,3.68,3.68
2556,866,68,36,3.68,3.68
2542,866,68,36,3.68,3.68
2527,866,68,36,3.68,3.68
2512,866,68,36,3.68,3.68
2496,866,68,36,3.68,3.68
2479,866,68,36,3.68,3.68
2463,866,68,36,3.68,3.68
2447,866,68,36,3.68,3.68
2431,866,68,36,3.68,3.68
2415,866,68,36,3.68,3.68
2401,866,68,36,3.68,3.68
2387,866,68,36,3.68,3.68
2372,866,68,36,3.68,3.68
2358,866,68,36,3.68,3.68
2346,866,68,36,3.68,3.68
2333,866,68,36,3.68,3.68
2321,866,68,36,3.68,3.68
2308,866,68,36,3.68,3.68
2297,866,68,36,3.68,3.68
2283,866,68,36,3.68,3.68
2272,866,68,36,3.68,3.68
2259,866,68,36,3.68,3.68
2245,866,68,36,3.68,3.68
2231,866,68,36,3.68,3.68
