PPG,HI,HR,HR_A,PI,PI_A
2218,866,68,36,3.68,3.68
2204,866,68,36,3.68,3.68
2189,866,68,36,3.68,3.68
2176,866,68,36,3.68,3.68
2161,866,68,36,3.68,3.68
2147,866,68,36,3.68,3.68
2133,866,68,36,3.68,3.68
2121,866,68,36,3.68,3.68
2106,866,68,36,3.68,3.68
2094,866,68,36,3.68,3.68
2083,866,68,36,3.68,3.68
2074,866,68,36,3.68,3.68
2065,866,68,36,3.68,3.68
2058,866,68,36,3.68,3.68
2051,866,68,36,3.68,3.68
2045,866,68,36,3.68,3.68
2041,866,68,36,3.68,3.68
2039,866,68,36,3.68,3.68
2037,866,68,36,3.68,3.68
2035,866,68,36,3.68,3.68
2035,866,68,36,3.68,3.68
2037,866,68,36,3.68,3.68
2039,866,68,36,3.68,3.68
2041,866,68,36,3.68,3.68
2045,866,68,36,3.68,3.68
2048,866,68,36,3.68,3.68
2052,866,68,36,3.68,3.68
2055,866,68,36,3.68,3.68
2057,866,68,36,3.68,3.68
2060,866,68,36,3.68,3.68
2063,866,68,36,3.68,3.68
2064,866,68,36,3.36,3.68
2066,866,68,36,3.36,3.68
2065,866,68,36,3.36,3.68
2066,866,68,36,3.36,3.52
2066,866,68,36,3.36,3.52
2063,866,68,36,3.36,3.52
2061,866,68,36,3.36,3.52
2059,866,68,36,3.36,3.52
2056,866,68,36,3.36,3.52
2051,866,68,36,3.36,3.52
2046,866,68,36,3.36,3.52
2040,866,68,36,3.36,3.52
2034,866,68,36,3.36,3.52
2027,866,68,36,3.36,3.52
2020,866,68,36,3.36,3.52
2014,866,68,36,3.36,3.52
2006,866,68,36,3.36,3.52
1997,866,68,36,3.36,3.52
1990,866,68,36,3.36,3.52
1980,866,68,36,3.36,3.52
1972,866,68,36,3.36,3.52
1962,866,68,36,3.36,3.52
1952,866,68,36,3.36,3.52
1944,866,68,36,3.36,3.52
1934,866,68,36,3.36,3.52
1925,866,68,36,3.36,3.52
1915,866,68,36,3.36,3.52
1906,866,68,36,3.36,3.52
1896,866,68,36,3.36,3.52
1887,866,68,36,3.36,3.52
1878,866,68,36,3.36,3.52
1870,866,68,36,3.36,3.52
1862,866,68,36,3.36,3.52
1854,866,68,36,3.36,3.52
1847,866,68,36,3.36,3.52
1839,866,68,36,3.36,3.52
1833,866,68,36,3.36,3.52
1826,866,68,36,3.36,3.52
1819,866,68,36,3.36,3.52
1813,866,68,36,3.36,3.52
1807,866,68,36,3.36,3.52
1801,866,68,36,3.36,3.52
1796,866,68,36,3.36,3.52
1791,866,68,36,3.36,3.52
1787,866,68,36,3.36,3.52
1782,866,68,36,3.36,3.52
1779,866,68,36,3.36,3.52
1774,866,68,36,3.36,3.52
1771,866,68,36,3.36,3.52
1768,866,68,36,3.36,3.52
1764,866,68,36,3.36,3.52
1761,866,68,36,3.36,3.52
1759,866,68,36,3.36,3.52
1756,866,68,36,3.36,3.52
1755,866,68,36,3.36,3.52
1752,866,68,36,3.36,3.52
1751,866,68,36,3.36,3.52
1750,866,68,36,3.36,3.52
1748,866,68,36,3.36,3.52
1746,866,68,36,3.36,3.52
1746,866,68,36,3.36,3.52
1744,866,68,36,3.36,3.52
1743,866,68,36,3.36,3.52
1740,866,68,36,3.36,3.52
1739,866,68,36,3.36,3.52
1738,866,68,36,3.36,3.52
1735,866,68,36,3.36,3.52
1734,866,68,36,3.36,3.52
1732,866,68,36,3.36,3.52
1732,866,68,36,3.36,3.52
1730,866,68,36,3.36,3.52
1728,866,68,36,3.36,3.52
1727,866,68,36,3.36,3.52
1725,866,68,36,3.36,3.52
1723,866,68,36,3.36,3.52
1720,866,68,36,3.36,3.52
1718,866,68,36,3.36,3.52
1716,866,68,36,3.36,3.52
1714,866,68,36,3.36,3.52
1712,866,68,36,3.36,3.52
1710,866,68,36,3.36,3.52
1709,866,68,36,3.36,3.52
1708,866,68,36,3.36,3.52
1707,866,68,36,3.36,3.52
1706,866,68,36,3.36,3.52
1704,866,68,36,3.36,3.52
1703,866,68,36,3.36,3.52
1702,866,68,36,3.36,3.52
1699,866,68,36,3.36,3.52
1697,866,68,36,3.36,3.52
1695,866,68,36,3.36,3.52
1693,866,68,36,3.36,3.52
1691,866,68,36,3.36,3.52
1688,866,68,36,3.36,3.52
1685,866,68,36,3.36,3.52
1682,866,68,36,3.36,3.52
1679,866,68,36,3.36,3.52
1675,866,68,36,3.36,3.52
1671,866,68,36,3.36,3.52
1668,866,68,36,3.36,3.52
1665,866,68,36,3.36,3.52
1662,866,68,36,3.36,3.52
1659,866,68,36,3.36,3.52
1657,866,68,36,3.36,3.52
1655,866,68,36,3.36,3.52
1654,866,68,36,3.36,3.52
1654,866,68,36,3.36,3.52
1654,866,68,36,3.36,3.52
1654,866,68,36,3.36,3.52
1656,866,68,36,3.36,3.52
1661,866,68,36,3.36,3.52
1667,866,68,36,3.36,3.52
1675,866,68,36,3.36,3.52
1686,866,68,36,3.36,3.52
1700,866,68,36,3.36,3.52
1719,866,68,36,3.36,3.52
1741,866,68,36,3.36,3.52
1767,866,68,36,3.36,3.52
1797,866,68,36,3.36,3.52
1832,866,68,36,3.36,3.52
1869,866,68,36,3.36,3.52
1912,866,68,36,3.36,3.52
1957,866,68,36,3.36,3.52
2006,866,68,36,3.36,3.52
2056,866,68,36,3.36,3.52
2108,866,68,36,3.36,3.52
2162,866,68,36,3.36,3.52
2215,866,68,36,3.36,3.52
2269,866,68,36,3.36,3.52
2322,866,68,36,3.36,3.52
2373,866,68,36,3.36,3.52
2423,866,68,36,3.36,3.52
2471,866,68,36,3.36,3.52
2515,866,68,36,3.36,3.52
2555,793,68,36,3.36,3.52
2594,793,68,36,3.36,3.52
2642,793,68,36,3.36,3.52
2675,793,68,36,3.36,3.52
2696,793,68,36,3.36,3.52
2713,793,68,36,3.36,3.52
2727,793,68,36,3.36,3.52
2736,793,68,36,3.36,3.52
2742,793,68,36,3.36,3.52
2745,793,68,36,3.36,3.52
2744,793,68,36,3.36,3.52
2740,793,68,36,3.36,3.52
2734,793,68,36,3.36,3.52
2726,793,68,36,3.36,3.52
2716,793,68,36,3.36,3.52
2704,793,68,36,3.36,3.52
2690,793,68,36,3.36,3.52
2676,793,68,36,3.36,3.52
2661,793,68,36,3.36,3.52
2646,793,68,36,3.36,3.52
2629,793,68,36,3.36,3.52
2613,793,68,36,3.36,3.52
2598,793,68,36,3.36,3.52
2582,793,68,36,3.36,3.52
2568,793,75,36,3.36,3.52
2553,793,75,36,3.36,3.52
2539,793,75,36,3.36,3.52
2526,793,75,41,3.36,3.52
2513,793,75,41,3.36,3.52
2501,793,75,41,3.36,3.52
2490,793,75,41,3.36,3.52
2480,793,75,41,3.36,3.52
2470,793,75,41,3.36,3.52
2461,793,75,41,3.36,3.52
2451,793,75,41,3.36,3.52
2442,793,75,41,3.36,3.52
2433,793,75,41,3.36,3.52
2424,793,75,41,3.36,3.52
2414,793,75,41,3.36,3.52
2404,793,75,41,3.36,3.52
2392,793,75,41,3.36,3.52
2381,793,75,41,3.36,3.52
2369,793,75,41,3.36,3.52
2355,793,75,41,3.36,3.52
2340,793,75,41,3.36,3.52
2325,793,75,41,3.36,3.52
2310,793,75,41,3.36,3.52
2294,793,75,41,3.36,3.52
2278,793,75,41,3.36,3.52
2263,793,75,41,3.36,3.52
2247,793,75,41,3.36,3.52
2232,793,75,41,3.36,3.52
2218,793,75,41,3.36,3.52
2205,793,75,41,3.36,3.52
2192,793,75,41,3.36,3.52
2181,793,75,41,3.36,3.52
2170,793,75,41,3.36,3.52
2161,793,75,41,3.36,3.52
2153,793,75,41,3.36,3.52
2146,793,75,41,3.36,3.52
2141,793,75,41,3.36,3.52
2136,793,75,41,3.36,3.52
2131,793,75,41,3.36,3.52
2130,793,75,41,3.36,3.52
2128,793,75,41,3.36,3.52
2127,793,75,41,3.36,3.52
2127,793,75,41,3.36,3.52
2126,793,75,41,3.36,3.52
2126,793,75,41,3.36,3.52
2127,793,75,41,3.36,3.52
2126,793,75,41,3.36,3.52
2127,793,75,41,3.36,3.52
2127,793,75,41,3.36,3.52
2127,793,75,41,3.36,3.52
2126,793,75,41,3.36,3.52
2127,793,75,41,3.36,3.52
2126,793,75,41,3.36,3.52
2125,793,75,41,3.36,3.52
2122,793,75,41,3.36,3.52
2120,793,75,41,3.36,3.52
2117,793,75,41,3.36,3.52
2113,793,75,41,3.36,3.52
2110,793,75,41,3.36,3.52
2105,793,75,41,3.36,3.52
2099,793,75,41,3.36,3.52
2092,793,75,41,3.36,3.52
2086,793,75,41,3.36,3.52
2078,793,75,41,3.36,3.52
2071,793,75,41,3.36,3.52
2063,793,75,41,3.36,3.52
2054,793,75,41,3.36,3.52
2045,793,75,41,3.36,3.52
2035,793,75,41,3.36,3.52
2026,793,75,41,3.36,3.52
2015,793,75,41,3.36,3.52
2005,793,75,41,3.36,3.52
1994,793,75,41,3.36,3.52
1983,793,75,41,3.36,3.52
1972,793,75,41,3.36,3.52
1960,793,75,41,3.36,3.52
1949,793,75,41,3.36,3.52
1939,793,75,41,3.36,3.52
1928,793,75,41,3.36,3.52
1917,793,75,41,3.36,3.52
1907,793,75,41,3.36,3.52
1897,793,75,41,3.36,3.52
1887,793,75,41,3.36,3.52
1878,793,75,41,3.36,3.52
1869,793,75,41,3.36,3.52
1861,793,75,41,3.36,3.52
1853,793,75,41,3.36,3.52
1845,793,75,41,3.36,3.52
1838,793,75,41,3.36,3.52
1831,793,75,41,3.36,3.52
1826,793,75,41,3.36,3.52
1819,793,75,41,3.36,3.52
1814,793,75,41,3.36,3.52
1810,793,75,41,3.36,3.52
1805,793,75,41,3.36,3.52
1802,793,75,41,3.36,3.52
1797,793,75,41,3.36,3.52
1793,793,75,41,3.36,3.52
1790,793,75,41,3.73,3.52
1786,793,75,41,3.73,3.52
1782,793,75,41,3.73,3.52
1779,793,75,41,3.73,3.59
1775,793,75,41,3.73,3.59
1773,793,75,41,3.73,3.59
1769,793,75,41,3.73,3.59
1767,793,75,41,3.73,3.59
1762,793,75,41,3.73,3.59
1759,793,75,41,3.73,3.59
1756,793,75,41,3.73,3.59
1751,793,75,41,3.73,3.59
1748,793,75,41,3.73,3.59
1746,793,75,41,3.73,3.59
1743,793,75,41,3.73,3.59
1741,793,75,41,3.73,3.59
1738,793,75,41,3.73,3.59
1736,793,75,41,3.73,3.59
1734,793,75,41,3.73,3.59
1733,793,75,41,3.73,3.59
1731,793,75,41,3.73,3.59
1730,793,75,41,3.73,3.59
1728,793,75,41,3.73,3.59
1726,793,75,41,3.73,3.59
1723,793,75,41,3.73,3.59
1721,793,75,41,3.73,3.59
1718,793,75,41,3.73,3.59
1717,793,75,41,3.73,3.59
1715,793,75,41,3.73,3.59
1712,793,75,41,3.73,3.59
1710,793,75,41,3.73,3.59
1707,793,75,41,3.73,3.59
1704,793,75,41,3.73,3.59
1702,793,75,41,3.73,3.59
1698,793,75,41,3.73,3.59
1695,793,75,41,3.73,3.59
1690,793,75,41,3.73,3.59
1687,793,75,41,3.73,3.59
1683,793,75,41,3.73,3.59
1679,793,75,41,3.73,3.59
1675,793,75,41,3.73,3.59
1671,793,75,41,3.73,3.59
1667,793,75,41,3.73,3.59
1664,793,75,41,3.73,3.59
1659,793,75,41,3.73,3.59
1656,793,75,41,3.73,3.59
1652,793,75,41,3.73,3.59
1650,793,75,41,3.73,3.59
1647,793,75,41,3.73,3.59
1646,793,75,41,3.73,3.59
1645,793,75,41,3.73,3.59
1644,793,75,41,3.73,3.59
1646,793,75,41,3.73,3.59
1649,793,75,41,3.73,3.59
1654,793,75,41,3.73,3.59
1662,793,75,41,3.73,3.59
1674,793,75,41,3.73,3.59
1688,793,75,41,3.73,3.59
1705,793,75,41,3.73,3.59
1727,793,75,41,3.73,3.59
1753,793,75,41,3.73,3.59
1783,793,75,41,3.73,3.59
1815,793,75,41,3.73,3.59
1853,793,75,41,3.73,3.59
1893,793,75,41,3.73,3.59
1938,793,75,41,3.73,3.59
1984,793,75,41,3.73,3.59
2034,793,75,41,3.73,3.59
2086,793,75,41,3.73,3.59
2139,793,75,41,3.73,3.59
2193,793,75,41,3.73,3.59
2247,793,75,41,3.73,3.59
2300,793,75,41,3.73,3.59
2352,793,75,41,3.73,3.59
2401,793,75,41,3.73,3.59
2449,793,75,41,3.73,3.59
2492,793,75,41,3.73,3.59
2534,771,75,41,3.73,3.59
2571,771,75,41,3.73,3.59
2620,771,75,41,3.73,3.59
2653,771,75,41,3.73,3.59
2676,771,75,41,3.73,3.59
2692,771,75,41,3.73,3.59
2706,771,75,41,3.73,3.59
2716,771,75,41,3.73,3.59
2721,771,75,41,3.73,3.59
2724,771,75,41,3.73,3.59
2723,771,75,41,3.73,3.59
2718,771,75,41,3.73,3.59
2711,771,75,41,3.73,3.59
2703,771,75,41,3.73,3.59
2691,771,75,41,3.73,3.59
2679,771,75,41,3.73,3.59
2666,771,75,41,3.73,3.59
2650,771,77,41,3.73,3.59
2635,771,77,41,3.73,3.59
2618,771,77,41,3.73,3.59
2602,771,77,46,3.73,3.59
2585,771,77,46,3.73,3.59
2569,771,77,46,3.73,3.59
2553,771,77,46,3.73,3.59
2538,771,77,46,3.73,3.59
2524,771,77,46,3.73,3.59
2511,771,77,46,3.73,3.59
2498,771,77,46,3.73,3.59
2484,771,77,46,3.73,3.59
2473,771,77,46,3.73,3.59
2462,771,77,46,3.73,3.59
2451,771,77,46,3.73,3.59
2442,771,77,46,3.73,3.59
2432,771,77,46,3.73,3.59
2421,771,77,46,3.73,3.59
2410,771,77,46,3.73,3.59
2400,771,77,46,3.73,3.59
2389,771,77,46,3.73,3.59
2378,771,77,46,3.73,3.59
2366,771,77,46,3.73,3.59
2354,771,77,46,3.73,3.59
2341,771,77,46,3.73,3.59
2326,771,77,46,3.73,3.59
2312,771,77,46,3.73,3.59
2296,771,77,46,3.73,3.59
2280,771,77,46,3.73,3.59
2264,771,77,46,3.73,3.59
2247,771,77,46,3.73,3.59
2226,771,77,46,3.73,3.59
2209,771,77,46,3.73,3.59
2192,771,77,46,3.73,3.59
2175,771,77,46,3.73,3.59
2160,771,77,46,3.73,3.59
2145,771,77,46,3.73,3.59
2131,771,77,46,3.73,3.59
2119,771,77,46,3.73,3.59
2108,771,77,46,3.73,3.59
2098,771,77,46,3.73,3.59
2089,771,77,46,3.73,3.59
2080,771,77,46,3.73,3.59
2074,771,77,46,3.73,3.59
2068,771,77,46,3.73,3.59
2064,771,77,46,3.73,3.59
2061,771,77,46,3.73,3.59
2059,771,77,46,3.73,3.59
2059,771,77,46,3.73,3.59
2059,771,77,46,3.73,3.59
2059,771,77,46,3.73,3.59
2061,771,77,46,3.73,3.59
2062,771,77,46,3.73,3.59
2063,771,77,46,3.73,3.59
2065,771,77,46,3.73,3.59
2066,771,77,46,3.73,3.59
2067,771,77,46,3.73,3.59
2068,771,77,46,3.73,3.59
2068,771,77,46,3.73,3.59
2069,771,77,46,3.73,3.59
2069,771,77,46,3.73,3.59
2067,771,77,46,3.73,3.59
2065,771,77,46,3.73,3.59
2063,771,77,46,3.73,3.59
2059,771,77,46,3.73,3.59
2055,771,77,46,3.73,3.59
2050,771,77,46,3.73,3.59
2045,771,77,46,3.73,3.59
2037,771,77,46,3.73,3.59
2030,771,77,46,3.73,3.59
2022,771,77,46,3.73,3.59
2013,771,77,46,3.73,3.59
2005,771,77,46,3.73,3.59
1995,771,77,46,3.73,3.59
1985,771,77,46,3.73,3.59
1976,771,77,46,3.73,3.59
1965,771,77,46,3.73,3.59
1955,771,77,46,3.73,3.59
1945,771,77,46,3.73,3.59
1937,771,77,46,3.73,3.59
1927,771,77,46,3.73,3.59
1918,771,77,46,3.73,3.59
1909,771,77,46,3.73,3.59
1899,771,77,46,3.73,3.59
1891,771,77,46,3.73,3.59
1882,771,77,46,3.73,3.59
1872,771,77,46,3.73,3.59
1864,771,77,46,3.73,3.59
1855,771,77,46,3.73,3.59
1847,771,77,46,3.73,3.59
1839,771,77,46,3.73,3.59
1833,771,77,46,3.73,3.59
1825,771,77,46,3.73,3.59
1819,771,77,46,3.73,3.59
1813,771,77,46,3.73,3.59
1807,771,77,46,3.73,3.59
1802,771,77,46,3.73,3.59
1797,771,77,46,3.73,3.59
1792,771,77,46,3.73,3.59
1788,771,77,46,3.73,3.59
1785,771,77,46,3.73,3.59
1780,771,77,46,3.73,3.59
1776,771,77,46,3.73,3.59
1773,771,77,46,3.73,3.59
1769,771,77,46,3.73,3.59
1765,771,77,46,3.73,3.59
1762,771,77,46,3.73,3.59
1758,771,77,46,3.73,3.59
1755,771,77,46,3.73,3.59
1752,771,77,46,3.73,3.59
1749,771,77,46,3.73,3.59
1746,771,77,46,3.73,3.59
1744,771,77,46,3.73,3.59
1740,771,77,46,3.73,3.59
1739,771,77,46,3.73,3.59
1737,771,77,46,3.73,3.59
1735,771,77,46,3.73,3.59
1732,771,77,46,3.73,3.59
1731,771,77,46,3.73,3.59
1730,771,77,46,3.73,3.59
1727,771,77,46,3.73,3.59
1725,771,77,46,3.73,3.59
1724,771,77,46,3.73,3.59
1721,771,77,46,3.73,3.59
1720,771,77,46,3.73,3.59
1718,771,77,46,3.73,3.59
1715,771,77,46,3.73,3.59
1713,771,77,46,3.73,3.59
1711,771,77,46,3.73,3.59
1708,771,77,46,3.73,3.59
1706,771,77,46,3.73,3.59
1704,771,77,46,3.73,3.59
1700,771,77,46,3.73,3.59
1697,771,77,46,3.73,3.59
1693,771,77,46,3.73,3.59
1690,771,77,46,3.73,3.59
1686,771,77,46,3.73,3.59
1682,771,77,46,3.73,3.59
1678,771,77,46,3.73,3.59
1673,771,77,46,3.73,3.59
1669,771,77,46,3.73,3.59
1664,771,77,46,3.73,3.59
1661,771,77,46,3.73,3.59
1657,771,77,46,3.73,3.59
1654,771,77,46,3.73,3.59
1652,771,77,46,3.73,3.59
1651,771,77,46,3.73,3.59
1650,771,77,46,3.73,3.59
1650,771,77,46,3.73,3.59
1651,771,77,46,3.73,3.59
1653,771,77,46,3.73,3.59
1658,771,77,46,3.73,3.59
1665,771,77,46,3.73,3.59
1674,771,77,46,3.73,3.59
1688,771,77,46,3.73,3.59
1704,771,77,46,3.73,3.59
1724,771,77,46,3.73,3.59
1747,771,77,46,3.73,3.59
1775,771,77,46,3.73,3.59
1806,771,77,46,3.73,3.59
1842,771,77,46,3.73,3.59
1881,771,77,46,3.73,3.59
1923,771,77,46,3.7,3.59
1969,771,77,46,3.7,3.59
2017,771,77,46,3.7,3.59
2068,771,77,46,3.7,3.61
2119,771,77,46,3.7,3.61
2172,771,77,46,3.7,3.61
2223,771,77,46,3.7,3.61
2275,771,77,46,3.7,3.61
2326,771,77,46,3.7,3.61
2374,771,77,46,3.7,3.61
2421,771,77,46,3.7,3.61
2463,771,77,46,3.7,3.61
2505,771,77,46,3.7,3.61
2541,741,77,46,3.7,3.61
2575,741,77,46,3.7,3.61
2618,741,77,46,3.7,3.61
2648,741,77,46,3.7,3.61
2665,741,77,46,3.7,3.61
2680,741,77,46,3.7,3.61
2691,741,77,46,3.7,3.61
2697,741,77,46,3.7,3.61
2699,741,77,46,3.7,3.61
2698,741,77,46,3.7,3.61
2694,741,77,46,3.7,3.61
2687,741,77,46,3.7,3.61
2678,741,77,46,3.7,3.61
2666,741,77,46,3.7,3.61
2652,741,77,46,3.7,3.61
2638,741,77,46,3.7,3.61
2622,741,77,46,3.7,3.61
2605,741,80,46,3.7,3.61
2588,741,80,46,3.7,3.61
2569,741,80,46,3.7,3.61
2551,741,80,49,3.7,3.61
2533,741,80,49,3.7,3.61
2516,741,80,49,3.7,3.61
2498,741,80,49,3.7,3.61
2481,741,80,49,3.7,3.61
2465,741,80,49,3.7,3.61
2449,741,80,49,3.7,3.61
2433,741,80,49,3.7,3.61
2419,741,80,49,3.7,3.61
2406,741,80,49,3.7,3.61
2392,741,80,49,3.7,3.61
2379,741,80,49,3.7,3.61
2366,741,80,49,3.7,3.61
2352,741,80,49,3.7,3.61
2340,741,80,49,3.7,3.61
2327,741,80,49,3.7,3.61
2314,741,80,49,3.7,3.61
2301,741,80,49,3.7,3.61
2287,741,80,49,3.7,3.61
2272,741,80,49,3.7,3.61
2257,741,80,49,3.7,3.61
2243,741,80,49,3.7,3.61
2226,741,80,49,3.7,3.61
2211,741,80,49,3.7,3.61
2195,741,80,49,3.7,3.61
2178,741,80,49,3.7,3.61
2162,741,80,49,3.7,3.61
2147,741,80,49,3.7,3.61
2131,741,80,49,3.7,3.61
2116,741,80,49,3.7,3.61
2103,741,80,49,3.7,3.61
2089,741,80,49,3.7,3.61
2078,741,80,49,3.7,3.61
2068,741,80,49,3.7,3.61
2058,741,80,49,3.7,3.61
2051,741,80,49,3.7,3.61
2044,741,80,49,3.7,3.61
2038,741,80,49,3.7,3.61
2034,741,80,49,3.7,3.61
2031,741,80,49,3.7,3.61
2030,741,80,49,3.7,3.61
2028,741,80,49,3.7,3.61
2028,741,80,49,3.7,3.61
2028,741,80,49,3.7,3.61
2029,741,80,49,3.7,3.61
2030,741,80,49,3.7,3.61
2031,741,80,49,3.7,3.61
2033,741,80,49,3.7,3.61
2034,741,80,49,3.7,3.61
2036,741,80,49,3.7,3.61
2037,741,80,49,3.7,3.61
2039,741,80,49,3.7,3.61
2041,741,80,49,3.7,3.61
2041,741,80,49,3.7,3.61
2041,741,80,49,3.7,3.61
2040,741,80,49,3.7,3.61
2039,741,80,49,3.7,3.61
2037,741,80,49,3.7,3.61
2034,741,80,49,3.7,3.61
2031,741,80,49,3.7,3.61
2028,741,80,49,3.7,3.61
2021,741,80,49,3.7,3.61
2017,741,80,49,3.7,3.61
2011,741,80,49,3.7,3.61
2003,741,80,49,3.7,3.61
1996,741,80,49,3.7,3.61
1989,741,80,49,3.7,3.61
1981,741,80,49,3.7,3.61
1973,741,80,49,3.7,3.61
1963,741,80,49,3.7,3.61
1952,741,80,49,3.7,3.61
1943,741,80,49,3.7,3.61
1933,741,80,49,3.7,3.61
1923,741,80,49,3.7,3.61
1913,741,80,49,3.7,3.61
1902,741,80,49,3.7,3.61
1893,741,80,49,3.7,3.61
1883,741,80,49,3.7,3.61
1873,741,80,49,3.7,3.61
1864,741,80,49,3.7,3.61
1856,741,80,49,3.7,3.61
1846,741,80,49,3.7,3.61
1837,741,80,49,3.7,3.61
1829,741,80,49,3.7,3.61
1822,741,80,49,3.7,3.61
1815,741,80,49,3.7,3.61
1807,741,80,49,3.7,3.61
1801,741,80,49,3.7,3.61
1794,741,80,49,3.7,3.61
1788,741,80,49,3.7,3.61
1782,741,80,49,3.7,3.61
1777,741,80,49,3.7,3.61
1771,741,80,49,3.7,3.61
1765,741,80,49,3.7,3.61
1760,741,80,49,3.7,3.61
1755,741,80,49,3.7,3.61
1750,741,80,49,3.7,3.61
1746,741,80,49,3.7,3.61
1741,741,80,49,3.7,3.61
1737,741,80,49,3.7,3.61
1732,741,80,49,3.7,3.61
1729,741,80,49,3.7,3.61
1725,741,80,49,3.7,3.61
1722,741,80,49,3.7,3.61
1719,741,80,49,3.7,3.61
1716,741,80,49,3.7,3.61
1712,741,80,49,3.7,3.61
1710,741,80,49,3.7,3.61
1708,741,80,49,3.7,3.61
1705,741,80,49,3.7,3.61
1703,741,80,49,3.7,3.61
1702,741,80,49,3.7,3.61
1700,741,80,49,3.7,3.61
1699,741,80,49,3.7,3.61
1697,741,80,49,3.7,3.61
1696,741,80,49,3.7,3.61
1695,741,80,49,3.7,3.61
1694,741,80,49,3.7,3.61
1693,741,80,49,3.7,3.61
1692,741,80,49,3.7,3.61
1691,741,80,49,3.7,3.61
1689,741,80,49,3.7,3.61
1688,741,80,49,3.7,3.61
1686,741,80,49,3.7,3.61
1685,741,80,49,3.7,3.61
1684,741,80,49,3.7,3.61
1683,741,80,49,3.7,3.61
1682,741,80,49,3.7,3.61
1681,741,80,49,3.7,3.61
1680,741,80,49,3.7,3.61
1679,741,80,49,3.7,3.61
1677,741,80,49,3.7,3.61
1676,741,80,49,3.7,3.61
1674,741,80,49,3.7,3.61
1672,741,80,49,3.7,3.61
1670,741,80,49,3.7,3.61
1667,741,80,49,3.7,3.61
1665,741,80,49,3.7,3.61
1663,741,80,49,3.7,3.61
1662,741,80,49,3.7,3.61
1660,741,80,49,3.7,3.61
1657,741,80,49,3.7,3.61
1655,741,80,49,3.7,3.61
1654,741,80,49,3.7,3.61
1651,741,80,49,3.7,3.61
1649,741,80,49,3.7,3.61
1649,741,80,49,3.7,3.61
1647,741,80,49,3.7,3.61
1645,741,80,49,3.7,3.61
1644,741,80,49,3.7,3.61
1643,741,80,49,3.7,3.61
1641,741,80,49,3.7,3.61
1640,741,80,49,3.7,3.61
1638,741,80,49,3.7,3.61
1638,741,80,49,3.7,3.61
1636,741,80,49,3.7,3.61
1636,741,80,49,3.7,3.61
1635,741,80,49,3.7,3.61
1634,741,80,49,3.7,3.61
1633,741,80,49,3.7,3.61
1632,741,80,49,3.7,3.61
1631,741,80,49,3.7,3.61
1629,741,80,49,3.7,3.61
1628,741,80,49,3.7,3.61
1627,741,80,49,3.7,3.61
1624,741,80,49,3.7,3.61
1623,741,80,49,3.7,3.61
1621,741,80,49,3.7,3.61
1619,741,80,49,3.7,3.61
1618,741,80,49,3.7,3.61
1615,741,80,49,3.7,3.61
1613,741,80,49,3.7,3.61
1609,741,80,49,3.7,3.61
1607,741,80,49,3.7,3.61
1605,741,80,49,3.7,3.61
1602,741,80,49,3.7,3.61
1600,741,80,49,3.7,3.61
1599,741,80,49,3.7,3.61
1597,741,80,49,3.7,3.61
1598,741,80,49,3.7,3.61
1599,741,80,49,3.7,3.61
1602,741,80,49,3.7,3.61
1607,741,80,49,3.7,3.61
1615,741,80,49,3.7,3.61
1627,741,80,49,3.7,3.61
1641,741,80,49,3.7,3.61
1659,741,80,49,3.7,3.61
1682,741,80,49,3.7,3.61
1709,741,80,49,3.7,3.61
1741,741,80,49,3.7,3.61
1777,741,80,49,3.7,3.61
1819,741,80,49,3.7,3.61
1864,741,80,49,3.7,3.61
1914,741,80,49,3.7,3.61
1968,741,80,49,3.7,3.61
2025,741,80,49,3.7,3.61
2084,741,80,49,3.7,3.61
2145,741,80,49,3.7,3.61
2207,741,80,49,3.7,3.61
